1992|S0034-89101992000400004|000 crianças brasileiras. São Paulo, , 
2002|S0034-89102002000700017|000 crianças brasileiras. São Paulo, , 
1995|S0102-311X1995000200008|000 Crianças Brasileiras. São Paulo, , 
2003|S0102-311X2003000500020|000 Crianças Brasileiras. São Paulo, , 
2003|S0102-311X2003000600025|000 Crianças Brasileiras. São Paulo, , 
2003|S0102-311X2003000200035|007. Rio de Janeiro, , 
2006|S1415-790X2006000300004|02. Cary, , 
2011|S0100-54052011000200002|02i (software). New York, , 
2000|S1415-47572000000100039|03Cary, , 
2010|S1679-39512010000400010|, , 05015-901
2010|S0100-736X2010001200014|05508-900, , Brasil
2011|S1806-66902011000300015|05, , 
2003|S1413-70542003000500015|&#091;S.l.&#093;, , 
2003|S1413-70542003000500015|&#091;S.l.&#093;, , 
2003|S1415-790X2003000300006|0. Chicago, , 
2006|S1415-790X2006000100015|0 Chicago, , 
2005|S0102-311X2005000100033|0. Lyon, , 
2012|S0100-67622012000200006|0, , 
2008|S1807-59322008000500014|0stanbul, , 
2010|S1807-59322010000900018|0stanbul, , Turkey
2010|S1807-86212010000300003|0. Sunderland, , 
2010|S1516-35982010001200028|0. Tabelas brasileiras de composição de alimentos para bovinos. Viçosa, MG, , 
2011|S0102-77862011000400007|0 user's guide. Trieste, , 
2010|S1517-83822010000400023|0zmir, , Turkey
2011|S1679-87592011000500005|0zmir, , Turkey
2005|S0102-05362005000300007|100, 2.ed.ver.atual.). Campinas, , 
2009|S1677-04202009000200002|102:115-124, , 
2012|S0034-737X2012000200004|, , 102
2009|S0074-02762009000300020|, , 102
2009|S1677-04202009000200002|103:19587-19592, , 
2000|S0034-71402000000100002|103, , 
2007|S0102-311X2007000500002|103. San Francisco, , 
2003|S0074-02762003000500004|10-47, , 
2009|S1677-04202009000200002|1058:121-140, , 
2012|S0100-736X2012000300010|105, , 
1998|S0074-02761998000700006|106, , 
1997|S0102-86501997000100006|, , 107
2010|S1677-04202010000100008|109173, , 
2011|S0074-02762011000500020|, , 109
2004|S1516-73132004000200009|10. ed. Campinas, , 
2011|S1516-35982011000500009|10.ed. Philadelphia, , 
2011|S0100-204X2011001000011|10.ed. Porto Alegre, , 
2011|S0100-204X2011001000020|10.ed. Porto Alegre, , 
2011|S0100-204X2011001000036|10.ed. Porto Alegre, , 
2001|S0102-311X2001000400032|10ª Ed. Rio de Janeiro, , 
1995|S0101-47141995000100017|10. ed. São Paulo, , 
2011|S0103-20032011000400006|10ª ed. São Paulo, , 
2012|S0103-73312012000100020|10 ed. São Paulo, , 
2012|S1414-32832012000100014|10.ed. São Paulo, , 
2006|S0102-311X2006001200018|10ª Reimpresión. México DF, , 
2006|S0102-311X2006000100013|10ª Revisão. São Paulo, , 
2007|S0102-311X2007000400012|10ª Revisão. São Paulo, , 
1964|S0006-87051964000100022|, , 10
2010|S0034-737X2010000200016|, , 10
2004|S0100-46702004000100002|10, , 
2009|S0100-54052009000400005|, , 10
2012|S0100-736X2012000300010|10, , 
1994|S0101-47141994000100009|10, , 
2009|S0104-56872009000400004|, , 10
2009|S1516-73132009000300008|10, , 
2010|S0066-782X2010001200002|10th ed. New York, , 
2006|S0102-311X2006000300013|10th Rev. Geneva, , 
2007|S1516-35982007000500010|10Washington, , 
2009|S0103-97332009000500008|, , 111
2007|S0102-311X2007000500014|1.121/MS. Pacto da atenção básica 2002. Brasília, , 
2002|S0102-311X2002000700004|11-23, Geneva, , 
2002|S1413-81232002000100008|11:257-265, , 
2009|S0100-69912009000500006|, , 114
2002|S0074-02762002000600022|115-118, , 
2009|S1677-04202009000200002|11:59-66, , 
2012|S0100-736X2012000300010|117, , 
2009|S1519-566X2009000600011|, , 117
2009|S1982-45132009000200007|, , 117
2009|S1677-04202009000200002|119:355-364, , 
1986|S0034-89101986000400008|11ª ed. Rio de Janeiro, , 
2011|S0100-15742011000200007|11.ed. Rio de Janeiro, , 
2002|S0101-73302002008100012|11. ed. Rio de Janeiro, , 
2004|S0102-311X2004000100043|11ª Ed. Rio de Janeiro, , 
2012|S1415-43662012000400015|11.ed. Rio de Janeiro, , 
2002|S1516-35982002000900001|11.ed.Rio de Janeiro, , 
2006|S0100-204X2006000200010|11.ed. São Paulo, , 
2009|S0100-204X2009000400007|11.ed. São Paulo, , 
2004|S0102-69092004000200001|11). Paris, , 
2009|S0037-86822009000600013|, , 11
2011|S0074-02762011000800014|, , 11
2009|S0100-40422009000400031|, , 11
2009|S0104-11692009000700008|, , 11
2010|S0104-14282010000300007|, , 11
2012|S1415-47572012000300003|, , 11
2003|S1415-65552003000400005|11, , 
2009|S1678-69712009000600004|, , 11
2010|S0102-33062010000200010|12/06/2009, , 
2011|S0074-02762011000100018|, , 120
2011|S0102-77862011000200007|, , 120
2009|S0100-40422009000400037|, , 121
2011|S0104-11692011000100028|, , 121
2002|S0074-02762002000400023|12-22, , 
2003|S0074-02762003000300007|12-23, , 
2009|S1677-04202009000200002|123: 335-343, , 
2002|S0074-02762002000700010|124-125, , 
2011|S0100-204X2011000500004|, , 124
2002|S0103-97332002000200035|, 12516-410, Brazil
1977|S0034-89101977000200008|125:289-94, , 
2010|S0100-40422010000200005|, , 127
2009|S1415-65552009000500005|129-154). Porto Alegre, , 
2006|S1678-31662006000100002|12. ed. London, , 
2004|S0103-90162004000600013|12.ed. New Jersey, , 
2008|S0101-20612008000400017|12 ed. Oakland, , 
1999|S0100-204X1999000100004|12.ed. Piracicaba, , 
1999|S0100-204X1999000900013|12.ed. Piracicaba, , 
1995|S0101-47141995000100017|12. ed. São Paulo, , 
2012|S0103-40142012000100010|12.ed. São Paulo, , 
2012|S0103-73312012000100018|12ed. São Paulo, , 
2000|S0103-90162000000300008|12.ed. São Paulo. São Paulo, , 
1996|S0101-47141996000100022|12e prélude/Le Brésil. Lyon, 1824. (ed. bras. Rio de Janeiro, , 
2010|S0073-47212010000400007|, , 12
2012|S0100-69912012000200005|, , 12
1998|S0100-84041998000200001|12, , 
2011|S0103-73312011000400003|12, , 
2012|S1415-43662012000700009|, , 12
2005|S1516-14392005000200002|1-2, , 
2007|S0102-311X2007000100010|12th Ed. London, , 
2002|S0103-863X2002000200005|130, , 
2009|S1677-04202009000200002|131:264-275, , 
2009|S1677-04202009000200008|133-146, , 
2002|S0102-311X2002000700004|13-33, Boston, , 
2012|S0102-33062012000200003|133, , 
2003|S0074-02762003000700015|134-174, , 
2010|S0100-06832010000400002|13418-900, SP, Piracicaba
1998|S1516-14391998000100004|135-146, , 
2009|S1677-04202009000200002|1366:235-255, , 
2001|S0100-84042001000400002|13:67-70, , 
2010|S0102-261X2010000300004|136, , 
2010|S0104-14282010000300007|, , 136
1999|S0100-204X1999000900012|13.ed. Piracicaba, , 
1999|S0100-204X1999001000007|13.ed. Piracicaba, , 
2006|S0102-311X2006001200018|13ª Ed. Santiago de Chile, , 
2002|S0100-204X2002000700013|13. ed. São Paulo, , 
2004|S0102-05362004000300016|13.ed. São Paulo, , 
2000|S1413-81232000000100007|13pp, , 
2004|S0102-88392004000100020|13Rio de Janeiro, , 
2009|S0100-40422009000400009|, , 13
2012|S0102-695X2012000400025|, , 13
2009|S0103-73312009000300007|13, , 
2011|S1413-80502011000400002|, , 13
2010|S1519-566X2010000500019|, , 13
2011|S1519-70772011000300007|, , 13
2011|S1984-29612011000200015|, , 13
2006|S0006-87052006000400017|13Upper Saddle River, , 
2011|S0074-02762011000800011|, , 140
2011|S1679-62252011000400003|, , 1418
2011|S1676-06032011000200007|, , 141
1975|S0071-12761975000100019|142-156, , 
2005|S0074-02762005000300018|143-163, , 
2012|S0104-92242012000100006|, , 145p
2009|S0074-02762009000300017|, , 147
2012|S1413-70542012000100002|, , 147
2007|S0074-02762007000500011|148-153, , 
1998|S0074-02761998000700007|148 pp, , 
2009|S0103-90162009000600010|, , 148
2011|S1676-06032011000200005|, , 148
2012|S0001-37652012000200009|149-150, , 
2009|S0074-02762009000400009|, , 149
2011|S1413-81232011000500002|149, , 
2012|S0100-06832012000200024|14.ed. New Jersey, , 
2012|S1679-39512012000100012|14 ed. Petrópolis, , 
2002|S0102-311X2002000600030|14ª Ed. Rio de Janeiro, , 
2005|S0102-05362005000300003|14.ed. São Paulo, , 
2009|S0074-02762009000200006|, , 14
2010|S0100-84042010000100007|, , 14
2011|S0101-31222011000100003|, , 14
2012|S1415-47572012000300003|, , 14
2010|S1807-59322010001100009|, , 14
2001|S0074-02762001000600022|150-153, , 
2009|S0103-17592009000300005|, , 150
2010|S0073-47212010000400021|, , 152
2003|S0074-02762003000800015|152, , 
2003|S1516-14392003000400007|15385-000, SP, Brazil
2011|S1413-99362011000200006|, , 153
1995|S0101-47141995000100010|1540-1660. London, , 
1995|S0101-47141995000100010|1540­1660. London, , 
2005|S0100-879X2005000800007|1585, , 
1965|S0006-87051965000100034|, , 159
2012|S0102-09352012000100006|15.ed. New York, , 
2012|S1516-35982012000400009|15.ed. Virginia, , 
2004|S1415-790X2004000400005|15&ordf; Ed., Philadelphia, , 
2012|S0034-737X2012000200006|, , 15
1996|S0080-62341996000100001|, , 15
2010|S0100-40422010000200009|, , 15
2010|S0100-67622010000500007|, , 15
2012|S0104-42302012000100012|15, , 
1999|S0104-66321999000300001|15, , 
2009|S1807-59322009001200010|, , 15
2009|S1984-82502009000300012|, , 15
2000|S0100-15742000000100010|15Washington, , 
2004|S1517-83822004000100004|1631-1635, , 
2009|S0074-02762009000300016|, , 165
2003|S0074-02762003000500021|166-167, , 
2001|S0100-84042001000400002|16:725-731, , 
1995|S0103-73311995000100002|168-173; e T. Salem, "Manuais Modernos de Auto-Ajuda, , 
2006|S0100-84042006000400014|16: 91-264, , 
2012|S0102-09352012000300016|16.ed. Arlington, , 
2012|S0102-09352012000300022|16.ed. Washington, , 
1983|S0071-12761983000200002|, , 16
1996|S0074-02761996000100019|, , 16
2010|S0100-40422010000800024|, , 16
2010|S0100-40422010001000030|, , 16
2010|S0102-09352010000400006|, , 16
2010|S1413-70542010000100019|16, , 
2011|S1519-566X2011000100009|, , 16
2009|S0100-69912009000400016|, , 170
2011|S0104-40602011000500016|17/2001, aprovado em 03 de julho de 2001. Dispõe sobre as Diretrizes Nacionais para a Educação Especial na Educação Básica. Brasília, , 
1991|S0101-31731991000100002|17500, SP, 
2003|S0103-84782003000200001|1758) (Hymenoptera, Braconidae) no consumo alimentar de lagartas de Ascia monuste orseis (Godart, 1818) (Lepidoptera, Pieridae). Anais da Sociedade Entomológica do Brasil, Porto Alegre, , 
2011|S0100-204X2011000200008|1758 (Teleostei: Characidae) from Northeastern Brazil. Neotropical Ichthyology, , 
2011|S0100-15742011000200004|17.ed. São Paulo, , 
2012|S1679-39512012000100013|1. 7ª ed. São Paulo, , 
2007|S0102-311X2007000300019|17. Rio de Janeiro, , 
2010|S0004-27302010000600005|, , 17
1964|S0006-87051964000100006|, , 17
1989|S0036-46651989000400005|, , 17
2003|S0074-02762003000300003|1-7, , 
2009|S0100-83582009000400002|, , 17
2010|S0102-09352010000400008|, , 17
2010|S0104-14282010000300015|, , 17
2011|S1413-23112011000100002|, , 17
2010|S1516-05722010000300011|, , 17
2011|S1517-83822011000400027|17, , 
1987|S0036-46651987000400003|18001-Granada, , Spain
2011|S0103-20702011000100011|1819. Petrópolis, , 
2006|S0101-31732006000100001|1820, , 
2011|S0103-20702011000100011|1821. São Paulo, , 
2009|S1807-59322009000600019|1829, , 
2011|S0103-20702011000100011|1845. São Paulo, , 
1975|S0034-89101975000300003|18:57-60, , 
1994|S0101-47141994000100015|1862-1887. São Paulo, , 
2001|S0101-47142001000100009|1867-1918. São Paulo, , 
2002|S0102-69092002000300007|1880-1910. Paris, , 
2002|S0102-69092002000300009|1880-1923. Paris, , 
2011|S0103-20702011000100006|1884. São Paulo, , 
1996|S0101-47141996000100017|1889, Paris, , 
1996|S0101-47141996000100017|1889, Paris, , 
1996|S0101-47141996000100017|1889, Paris, , 
1995|S0101-47141995000100019|1889. Sceaux, , 
1994|S0101-47141994000100010|1893-1897. São Paulo, , 
1965|S0006-87051965000100034|, , 189
2000|S1413-95962000000500002|18. Aufl. Berlin, , 
2004|S0034-89102004000600009|18 da Lei nº 8.742, de 7 de dezembro de 1993 e dá outras providências. Brasília, , 
1998|S1413-95961998000400004|18.ed. Rio de Janeiro, , 
2012|S0103-73312012000100006|18ed. São Paulo, , 
2011|S0100-204X2011000500003|, , 18
2009|S0100-40422009000400009|, , 18
2009|S0100-40422009000900041|, , 18
2012|S0100-736X2012000300010|18, , 
2009|S0102-695X2009000200005|, , 18
2009|S0102-695X2009000400007|, , 18
2009|S0103-50532009000900013|, , 18
2011|S1517-83822011000400027|18, , 
2011|S1517-83822011000400050|18, , 
2011|S1807-03022011000100003|, , 18
2010|S1807-59322010001100009|, , 18
2011|S2236-89062011000200006|, , 18
2003|S1517-83822003000200017|18th ed. Baltimore, , 
2012|S0100-204X2012000100002|18th ed. Gaithersburg, , 
2012|S0100-204X2012000400016|18th ed. Washington, , 
2002|S0102-311X2002000400007|1910-1946. Tesis de Magíster, Bogotá, , 
2011|S0103-20702011000100006|1923. Rio de Janeiro, , 
1992|S0103-40141992000100008|1932, , 
2009|S0074-02762009000300003|, , 193
2004|S1516-93322004000100006|, , 193
2002|S0100-40422002000200016|1943, p., , 
2011|S0103-20702011000100011|1947. Rio de Janeiro, , 
2011|S0103-20702011000100006|1949. Petrópolis, , 
2005|S0102-01882005000100010|1950, , 
1964|S0006-87051964000100017|1952, , 
2011|S0103-20702011000100006|1953. São Paulo, , 
2012|S1415-98482012000100001|195, , 
1960|S0006-87051960000100060|, , 1960
2011|S0103-20702011000100006|1961. Rio de Janeiro, , 
2011|S1679-62252011000100019|1961, , 
1976|S0006-87051976000200018|1962, , E.U.A.
2011|S0103-20702011000100006|(1964). Rio de Janeiro, , 
1999|S0103-20701999000100004|1965São Paulo, , 
2011|S0103-20702011000100006|1966. Rio de Janeiro, , 
2011|S0103-20702011000100006|1966. São Paulo, , 
2011|S0103-20702011000100009|1967. Cambridge, , 
2011|S0103-20702011000100009|1969. Rio de Janeiro, , 
2002|S0100-40422002000600023|1973, p., , 
2011|S0103-20702011000100006|1973. São Paulo, , 
2011|S0103-20702011000100006|1978-1979. São Paulo, , 
1997|S0103-90161997000300010|1978, , 
2009|S1413-99362009000300014|1981, , 
1993|S0101-47141993000100015|1983. In, , 
1992|S0034-89101992000600008|1984. Brasília, , 
1996|S0100-83581996000100008|1984. Jaboticabal, , 
2009|S0034-75902009000400009|, , 1984
2011|S0103-20702011000100009|1985. São Paulo, , 
2008|S1517-106X2008000100011|1986, , 
1999|S0100-83581999000100010|1987. In: Separata de: Weed Sci., , 
2003|S1413-70542003000600028|1987, , 
2008|S0034-70942008000400002|1988, , 
2002|S1415-790X2002000100003|1988, , 
2011|S0103-20702011000100006|1988. São Paulo, , 
1998|S0100-83581998000100003|1989, Campo Grande, , 
2006|S0102-44502006000100001|1989Chicago, , 
1994|S0101-47141994000100015|1989. (RD). Fonte: Livros. INFORMATIVO, Salvador, Fundação Pierre Verger, , 
1993|S0101-47141993000100015|1990 In, , 
2008|S0104-11692008000400009|1990Rio de Janeiro, , 
2002|S0074-02762002000600024|199-220, , 
2003|S0100-19652003000100008|1992, , 
2010|S1516-35982010001300023|1992, , 
2011|S1516-14392011000200010|, , 1993
2006|S0104-59702006000200003|1993São Leopoldo, , 
1998|S1415-790X1998000200002|1994 Report to the General Assembly with scientific annexes. New York, , 
1997|S0102-86501997000100011|, , 1994
2009|S0482-50042009000300006|, , 1994
2010|S1413-35552010000600002|1995 January 5, , 
2012|S1413-99362012000100006|1995, , 
2003|S0034-89102003000300010|1996. La Habana, , 
2011|S0100-40422011000400007|, , 1996
2004|S0102-311X2004000500009|1997, , 
2009|S1413-70542009000700054|, , 1997
2006|S1414-81452006000300010|1997, , 
2006|S0100-67622006000500011|1998, , 
2007|S0104-59702007000200003|1999Paris, , 
2008|S0100-29452008000300032|1999, , 
2009|S0100-29452009000200024|1999, , 
2009|S0100-29452009000200043|1999, , 
2010|S0102-30982010000200014|, , 1999
1995|S0101-47141995000100017|19. ed. São Paulo, , 
2012|S0103-40142012000100010|19.ed. São Paulo, , 
2009|S0100-204X2009000600004|19.ed. Washington, , 
2009|S0004-27302009000800016|, , 19
2011|S0074-02762011000800020|, , 19
2009|S0102-695X2009000400007|, , 19
2009|S0103-166X2009000300006|, , 19
2011|S1807-86212011000400014|, , 19
1999|S0100-204X1999001200004|1ª aproximação agrícola. Pelotas, , 
2001|S0102-311X2001000700016|1. Artes de Fazer. Petrópolis, , 
2008|S0101-20612008000400002|1Campinas, , 
2011|S0100-06832011000500009|1. Canadian J. Remote Sens., , 
2012|S0102-09352012000300003|1.ed Ames, , 
2000|S1413-95962000000600007|1.ed. Ames, , 
2012|S0102-09352012000300009|1.ed. Baltimore, , 
2001|S1516-35982001000800018|1.ed. Belo Horizonte, , 
2009|S0100-29452009000300006|1.ed. Brasília, , 
2005|S0102-311X2005000100011|1ª Ed. Brasília, , 
2009|S1516-35982009001300028|1.ed. Ithaca, , 
2004|S1516-35982004000400020|1.ed. Jaboticabal, , 
2009|S1516-35982009001300029|1.ed. Jaboticabal, , 
2004|S1516-35982004000400026|1.ed. London, , 
2009|S1516-35982009001300029|1.ed. London, , 
2012|S1415-43662012000400007|1.ed. Natal, , 
2006|S0103-90162006000400003|1.ed. New Jersey, , 
2009|S1516-35982009001300029|1.ed. Pelotas, , 
2002|S1516-35982002000900029|1.ed. Philadelphia, , 
2012|S1679-39512012000100006|1.ed. Porto Alegre, , 
2004|S0034-72992004000300014|1ª ed. Rio de Janeiro, , 
2003|S0102-311X2003000100007|1ª Ed. Rio de Janeiro, , 
2006|S0102-311X2006000500009|1ª Ed. Rio de Janeiro, , 
2012|S0103-73312012000100021|1ed. Rio de Janeiro, , 
2006|S0100-204X2006000200002|1.ed. São Paulo, , 
2007|S0102-311X2007000800012|1ª Ed. São Paulo, , 
2012|S1415-43662012000400001|1.ed. São Paulo, , 
2007|S1984-29612007000400004|1 ed. São Paulo, , 
2004|S0103-90162004000600008|1.ed. Viçosa, , 
2005|S1516-35982005000100001|1.ed. Viçosa, , 
2007|S1516-35982007000600022|1.ed. Viçosa, , 
2009|S1516-35982009001300029|1.ed. Zaragoza, , 
2012|S0037-86822012000300017|1 Geneva, , 
2012|S1806-66902012000300007|1. Lavras, , 
2005|S0100-29452005000300011|1London, , 
2008|S0100-204X2008001200010|1. New York, , 
2009|S0100-204X2009000300010|1. New York, , 
2001|S0100-72032001000100004|1New York, , 
1994|S0101-47141994000100009|1ondon, , 
2003|S0034-72992003000100006|1&ordf; edição. São Paulo, Rio de Janeiro, Belo Horizonte, , 
2004|S0034-72992004000400010|1&ordf; edição. São Paulo, , 
2006|S0034-77012006000200007|1Paris, , 
2011|S0104-71832011000200003|1. Paris, , 
2012|S0103-40142012000200011|1 part. London, , 
2004|S1516-73132004000300002|1. Porto, , 
2009|S1413-81232009000100026|1Rio de Janeiro, , 
2004|S0102-311X2004000500038|1 (RJ/RJ), contribuição para sua distritalização [Dissertação de Mestrado]. Rio de Janeiro, , 
2010|S0004-27302010000200003|1, , 
1944|S0006-87051944000200001|, , 1
1965|S0006-87051965000100034|, , 1
1965|S0006-87051965000100037|, , 1
1969|S0006-87051969000100005|1, , 
2004|S0034-71402004000100002|1, , 
1978|S0071-12761978000100017|, , 1
1988|S0071-12761988000100023|, , 1
2009|S0073-47212009000300002|, , 1
2003|S0074-02762003000500008|1, , 
2009|S0074-02762009000600004|, , 1
2011|S0074-02762011000900011|1, , 
2009|S0100-29452009000200043|1, , 
2010|S0102-261X2010000300004|1, , 
2012|S0104-71832012000100003|1, , 
2012|S0104-71832012000100004|1, , 
2011|S1413-81232011000600005|1, , 
2009|S1413-82712009000200006|, , 1
2012|S1414-32832012000200008|1, , 
2011|S1516-31802011000400002|1, , 
2011|S1516-31802011000400002|1, , 
2003|S1679-87592003000100004|, , 1
2008|S1807-17752008000200006|1, , 
2011|S1984-29612011000200004|1, , 
2010|S1984-46702010000300010|, , 1
2012|S1516-35982012000200009|1. silagem. Coronel Pacheco, , 
2005|S0034-75902005000300004|1. São Paulo, , 
2002|S0102-35862002000300008|1São Paulo, , 
2009|S1413-81232009000100026|1São Paulo, , 
2004|S0102-311X2004000300021|1st Ed. Cambridge, , 
2001|S0102-311X2001000400015|1st Ed. London, , 
2002|S0102-311X2002000300027|1st Ed. London, , 
2002|S0102-311X2002000300002|1st Ed. New York, , 
2006|S0102-311X2006000100008|1st Ed. Oxford, , 
2006|S0100-204X2006000200006|1st ed. Redwood City, , 
2005|S0080-62342005000100005|2000, , 
2002|S0100-19652002000200005|2000, , 
2011|S0104-12902011000300003|2000, , 
2009|S0100-29452009000200004|2001, , 
2010|S0100-54052010000400001|2001, , 
2009|S0100-55022009000300002|2001, , 
2009|S0102-64452009000300010|2001, , 
2003|S0103-166X2003000100004|2001, , 
2003|S1517-83822003000300001|2001, , 
2005|S0104-59702005000200002|2001São Paulo, , 
2009|S0104-11692009000700021|2002Lima, , 
2008|S0104-11692008000200019|2002, , 
2008|S1413-65382008000200008|2002, , 
2007|S0034-70942007000300006|2003, , 
2007|S0034-70942007000300009|2003, , 
2009|S0100-06832009000500027|, , 2003
2009|S0100-69162009000300005|2003, , 
2005|S0100-879X2005000500001|2003, , 
2011|S0104-530X2011000100010|, , 2003
2009|S1413-73722009000400007|2004Rio de Janeiro, , 
2010|S0006-87052010000500012|, , 2004
2009|S0100-29452009000200004|2004, , 
2007|S0102-09352007000600025|2004, , 
2010|S1676-06032010000300008|, , 2004
2011|S1807-59322011000100020|2004, , 
2009|S0100-19652009000200010|2005, , 
2007|S0101-31732007000200006|2005, , 
2010|S0104-026X2010000200008|2005, , 
2010|S1517-70762010000200023|, , 2005
2010|S1517-83822010000400015|, , 2005
2010|S1676-24442010000400004|, , 2005
2011|S1806-11172011000400005|2005, , 
2009|S0011-52582009000100007|2006Brasília, , 
2011|S0101-31222011000400016|2006Columbus, , EUA
2009|S0100-29452009000200026|2006, , 
2009|S0102-311X2009000400006|2006, , 
2009|S0103-50532009000900011|, , 2006
2010|S0104-12902010000200017|2006, , 
2010|S1413-99362010000300011|, , 2006
2011|S1516-73132011000100008|2006, , 
2011|S0101-20612011000100005|, , 2007
2009|S0102-09352009000300023|2007, , 
2009|S0103-90162009000600001|, , 2007
2010|S1413-70542010000200020|2007, , 
2009|S0100-19652009000200007|2008, , 
2010|S0100-40422010000200005|, , 2008
2011|S0104-11692011000700008|, , 2008
2010|S1517-83822010000400015|, , 2008
2010|S1415-47142010000400007|2009, , 
2011|S1807-59322011001200014|2009, , 
2011|S1414-81452011000200026|2010 set 29, , 
2004|S0074-02762004000600003|201-214, , 
2011|S0102-09352011000400008|, , 201
2008|S0100-85872008000100004|203-223LanhamLondon, , 
2010|S0102-261X2010000300004|20921-400, Rio de Janeiro, Brasil
2002|S1413-294X2002000100015|209-234). Washigton, , 
2003|S0034-72992003000400020|20&ordf; Ed. Rio de Janeiro, , 
2009|S0074-02762009000400016|, , 20
2009|S0085-56262009000300024|, , 20
2010|S0100-06832010000500002|, , 20
2012|S0102-695X2012000400010|, , 20
2003|S1415-790X2003000200007|21041-210, , 
2003|S0074-02762003000200004|211-241, , 
2009|S1677-04202009000200002|2:121-135, , 
2010|S0103-17592010000600003|, , 213-216
1999|S0100-83581999000200001|2-( 14C ) dans les groupes de lipide et leurs acids gras. Physiol. Plant., , 
2011|S1517-83822011000400045|214, , 
2004|S0074-02762004000100002|215-224, , 
2006|S0103-97332006000600044|217, , 
2006|S0102-695X2006000100013|21941-590, RJ, Brasil
1995|S0103-73311995000100001|2, 1954; P. H. Gebbard, "Human Sexual Behavior, , 
2009|S0100-40422009000700026|, , 219
2009|S0103-90162009000600005|, , 219
2005|S0102-311X2005000100013|21ª Ed. Paris, , 
2006|S1415-790X2006000300009|21ª ed. rev. Rio de Janeiro, , 
2004|S1516-73132004000300008|21. ed. Rio de Janeiro, , 
2012|S0100-06832012000200033|21.ed. Washington, , 
2004|S0034-71402004000100004|21, , 
1975|S0071-12761975000100057|, , 21
2003|S0074-02762003000700018|21, , 
2011|S0074-02762011000800010|, , 21
2012|S1415-43662012000300003|, , 21
2012|S1415-47572012000300003|, , 21
2011|S1517-83822011000400027|21, , 
2009|S1519-566X2009000600003|, , 21
2012|S1981-67232012000200001|21, , 
2003|S0074-02762003000400016|224-225, , 
2003|S0074-02762003000700021|229, , 
2012|S0101-31222012000100008|22.ed. Cap. 4. Viçosa, , 
2012|S1414-32832012000100018|22.ed. Rio de Janeiro, , 
2011|S1983-40632011000300019|22, Goiás. Rio de Janeiro, , 
2010|S0004-27302010000200023|, , 22
2011|S0034-737X2011000600008|, , 22
2010|S0102-09352010000300011|, , 22
2010|S0102-33062010000100006|, , 22
2009|S0103-90162009000600003|, , 22
2011|S1516-35982011000300001|, , 22
2010|S1807-59322010000900016|, , 22
2010|S0074-02762010000700015|, , 234
2011|S0074-02762011000400004|, , 234
2003|S0074-02762003000500004|23-52, , 
2000|S0103-97332000000400008|237, , 
2012|S0103-40142012000200005|23.ed. México, , 
2012|S0103-40142012000200006|23.ed. São Paulo, , 
2011|S0034-737X2011000200013|23, , 
2012|S0102-695X2012000400025|, , 23
2009|S0104-11692009000500012|, , 23
2011|S1517-83822011000400040|23, , 
2011|S1807-03022011000100009|, , 23
2011|S0085-56262011000400008|2438, , 
2009|S1677-04202009000200002|24:55-66, , 
2011|S0103-73312011000400004|24Brasília, , 
1999|S0100-204X1999001000021|24.ed. Florida, , 
2011|S1413-35552011000300005|, , 24
2011|S1413-81232011001300025|, , 24
2011|S1806-66902011000300019|, , 24
2011|S0085-56262011000400008|2530, , 
2009|S0103-90162009000600005|, , 253
2011|S1517-83822011000400050|255, , 
1999|S0101-47141999000100002|25 de janeiro de 1954. Revista Brasileira de História, SÃo Paulo, , 
1995|S0101-47141995000100010|25. ed. Rio de Janeiro, , 
2008|S1516-35982008001300013|, , 25
2005|S1517-83822005000400001|25, , 
1996|S0074-02761996000400017|, , 261
2004|S1519-69842004000100014|262Roma, , 
2009|S0100-204X2009000800017|&#268;eské Bud&#277;jovice, , 
2009|S0100-204X2009000800032|&#268;eské Bud&#277;jovice, , 
2009|S0100-204X2009000800035|&#268;eské Bud&#277;jovice, , 
2009|S1676-06032009000200025|&#268;eské Bud&#283;jovice, , Czech Republic
2009|S0104-92242009000300002|, , 26B
2012|S1679-39512012000100012|26 ed. Petrópolis, , 
1995|S0101-47141995000100017|26. ed. São Paulo, , 
2012|S1679-39512012000100013|26.ed. São Paulo, , 
2010|S1984-29612010000200003|, , 26
2010|S1516-89132010000200011|271000, , China
2009|S0104-92242009000300003|, , 271
2011|S1413-81232011001300022|, , 279
2009|S0100-46702009000100002|, , 27
2005|S0100-69912005000200009|27, , 
2009|S0102-695X2009000400007|, , 27
2010|S0104-14282010000300007|, , 27
2009|S1415-43662009000700015|, , 27
2009|S1415-43662009000700021|, , 27
2011|S1516-89132011000600002|, , 27
2012|S1517-83822012000200040|, , 27
2008|S1807-17752008000100005|, , 27
2001|S0103-90162001000100021|28015-620, RJ, 
2007|S0074-02762007000600005|282-287, , 
2012|S1413-65382012000100010|28.ed.Rio de Janeiro, , 
2011|S0001-37652011000300012|, , 28
2011|S0006-87052011000200017|, , 28
2009|S0085-56262009000300028|, , 28
2009|S0100-29452009000200043|, , 28
2012|S0100-736X2012000300010|28, , 
2011|S0102-33062011000400014|, , 28
2010|S0102-695X2010000600005|, , 28
2010|S1413-70542010000500027|28, , 
2011|S1415-43662011000900010|, , 28
2011|S1676-24442011000100001|, , 28
2005|S0102-311X2005000100019|28th Ed. Oxford, , 
2008|S0100-84042008000400003|29:1-137, , 
2004|S0103-90162004000600009|29.ed. Madison, , 
