Symbol	ISSN in use	Print ISSN	E-ISSN	Collection Name	Acronym	Short Title	Title	Short Title-NLM	Publisher	URL journal page	License
mex	0036-3634	0036-3634		Mexico	spm	Salud pública Méx	Salud Pública de México		Instituto Nacional de Salud Pública	http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0036-3634&lng=en	by-nc-sa/4.0
mex	1665-3521	1665-3521		Mexico	sv	Superf. vacío	Superficies y vacío		Sociedad Mexicana de Ciencia y Tecnología de Superficies y Materiales A.C.	http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1665-3521&lng=en	by-nc/4.0
scl	0102-6909	0102-6909	1806-9053	Brazil	rbcsoc	Rev. bras. Ci. Soc.	Revista Brasileira de Ciências Sociais		Associação Nacional de Pós-Graduação e Pesquisa em Ciências Sociais - ANPOCS	http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-6909&lng=en	by/4.0
spa	1851-8265	1669-2381	1851-8265	Public Health	scol	Salud Colectiva	Salud Colectiva	Salud Colect	Universidad Nacional de Lanús	http://www.scielosp.org/scielo.php?script=sci_serial&pid=1851-8265&lng=en	by-nc/4.0
spa	0036-3634	0036-3634		Public Health	spm	Salud pública Méx	Salud Pública de México		Instituto Nacional de Salud Pública	http://www.scielosp.org/scielo.php?script=sci_serial&pid=0036-3634&lng=en	by-nc-sa/4.0
ven	0798-0752	0798-0752		Venezuela	avn	An Venez Nutr	Anales Venezolanos de Nutrición		Fundación Bengoa	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-0752&lng=en	
ven	0004-0622	0004-0622		Venezuela	alan	ALAN	Archivos Latinoamericanos de Nutrición		Sociedad Latinoamericana de Nutrición	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0004-0622&lng=en	
ven	0798-0264	0798-0264		Venezuela	avft	AVFT	Archivos Venezolanos de Farmacología y Terapéutica		Sociedad Venezolana de Farmacológia  y Farmacológia Clínica y Terapéutica. Escuela de Medicina; José Maria Vargas. Cátedra de Farmacológia, piso 3, esquina san jacinto, San José Caracas	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-0264&lng=en	
ven	0004-0649	0004-0649		Venezuela	avpp	Arch Venez Puer Ped	Archivos Venezolanos de Puericultura y Pediatría		Sociedad Venezolana de Puericultura y Pediatría	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0004-0649&lng=en	
ven	0254-1637	0254-1637		Venezuela	ag	Argos	Argos		División de Ciencias Sociales y Humanidades; Universidad Simón Bolívar	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0254-1637&lng=en	
ven	1316-3361	1316-3361		Venezuela	ba	Bioagro	Bioagro		"Decanato de Agronomía de la Universidad Centroccidental ""Lisandro Alvarado"" (UCLA)"	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1316-3361&lng=en	
ven	0798-9709	0798-9709		Venezuela	bl	Boletin de lingüistica	Boletin de Linguistica		FACES - UCV	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-9709&lng=en	
ven	0376-723X	0376-723X		Venezuela	imme	IMME	Boletín Técnico		Instituto de Materiales y Modelos Estructurales.Facultad de Ingenieria. Universidad Central de Venezuela.	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0376-723X&lng=en	
ven	1690-4648	1690-4648		Venezuela	bmsa	Bol Mal Salud Amb	Boletín de Malariología y Salud Ambiental		Instituto de Altos Estudios en Salud Pública Dr. Arnoldo Gabaldon	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1690-4648&lng=en	
ven	1690-3293	1690-3293		Venezuela	cs	Comunidad y Salud	Comunidad y Salud		Universidad de Carabobo	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1690-3293&lng=en	
ven	1012-2508	1012-2508		Venezuela	cdc	CDC	Cuadernos del Cendes		Universidad Central de Venezuela, Centro de Estudios del Desarrollo.	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1012-2508&lng=en	
ven	0798-4324	0798-4324		Venezuela	epi	EPISTEME	EPISTEME		INSTITUTO DE FILOSOFIA UCV	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-4324&lng=en	
ven	1316-4910	1316-4910		Venezuela	edu	Educere	Educere		Universidad de los Andes	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1316-4910&lng=en	
ven	1690-7515	1690-7515		Venezuela	enl	Enlace	Enlace		Universidad del Zulia	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1690-7515&lng=en	
ven	0252-8274	0252-8274		Venezuela	ern	Ernstia	Ernstia		Universidad Central de Venezuela	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0252-8274&lng=en	
ven	1315-6268	1315-6268		Venezuela	frone	Frónesis	Frónesis		"Instituto de Filosofía del Derecho ""Dr. José M. Delgado Ocando"" Facultad de Ciencias Jurídicas y Políticas - Universidad del Zulia - Maracaibo - Venezuela."	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1315-6268&lng=en	
ven	1315-8597	1315-8597		Venezuela	gl	Gaceta Laboral	Gaceta Laboral		Publicación del; Universidad del Zulia	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1315-8597&lng=en	
ven	0367-4762	0367-4762		Venezuela	gmc	Gac Méd Caracas.	Gaceta Médica de Caracas		ATEPROCA	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0367-4762&lng=en	
ven	0016-3503	0016-3503		Venezuela	gen	Gen	Gen		Sociedad Venezolana de Gastroentereología	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0016-3503&lng=en	
ven	0378-1844	0378-1844		Venezuela	inci	INCI	Interciencia		ASOCIACIÓN INTERCIENCIA	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0378-1844&lng=en	
ven	0535-5133	0535-5133		Venezuela	ic	Invest. clín	Investigación Clínica		Universidad del Zulia	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0535-5133&lng=en	
ven	1316-0087	1316-0087		Venezuela	ip	Investigación y Postgrado	Investigación y Postgrado		Universidad Pedagógica Experimental Libertador. Vicerectorado de Investigación y Postgardo	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1316-0087&lng=en	
ven	0075-5222	0075-5222		Venezuela	km	Kasmera	Kasmera		Universidad del Zulia	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0075-5222&lng=en	
ven	0459-1283	0459-1283		Venezuela	l	Letras	Letras		Universidad Pedagógica  Experimental Libertador	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0459-1283&lng=en	
ven	0798-9784	0798-9784		Venezuela	nu	Núcleo	Núcleo		Universidad Central de Venezuela. Facultad de Humanidades	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-9784&lng=en	
ven	1012-1587	1012-1587		Venezuela	op	Opcion	Opción		Universidad del Zulia	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1012-1587&lng=en	
ven	1011-2251	1011-2251		Venezuela	pdg	Paradígma	Paradígma		Universidad Pedagogica Experimental Libertador	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1011-2251&lng=en	
ven	0798-2259	0798-2259		Venezuela	rc	Rev. cient. (Maracaibo)	Revista Científica		UNIVERSIDAD DEL ZULIA	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-2259&lng=en	
ven	0254-0770	0254-0770		Venezuela	rtfiuz	Rev. Téc. Ing. Univ. Zulia	Revista Técnica de la Facultad de Ingeniería Universidad del Zulia		Facultad de Ingeniería, Universidad del Zulia	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0254-0770&lng=en	
ven	1315-6411	20030507	1315-6411	Venezuela	rvecs	Revista Venezolana de Economía y Ciencias Sociales	Revista Venezolana de Economía y Ciencias Sociales		Universidad Central de Venezuela, Caracas	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1315-6411&lng=en	
ven	1690-3110	1690-3110		Venezuela	rvdem	Rev. Venez. Endocrinol. Metab.	Revista Venezolana de Endocrinología y Metabolismo		Sociedad Venezolana de Endocrinología y Metabolismo	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1690-3110&lng=en	
ven	1316-3701	1316-3701		Venezuela	rvem	Revista Venezolana de Estudios de la Mujer	Revista Venezolana de Estudios de la Mujer		Universidad Central de Venezuela. Centro de Estudios de la Mujer	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1316-3701&lng=en	
ven	0798-0582	0798-0582		Venezuela	rvo	Rev. venez. oncol.	Revista Venezolana de Oncología		 Casa publicadora Ateproca C.A	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-0582&lng=en	
ven	0798-1171	0798-1171		Venezuela	rf	RF	Revista de Filosofía		Centro de Estudios Filosóficos Adolfo García Díaz	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-1171&lng=en	
ven	1010-2914	1010-2914		Venezuela	ri	Revista de Investigación	Revista de Investigación		2009.Instituto Pedagógico de Caracas. Universidad Pedagógica Experimental Libertador	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1010-2914&lng=en	
ven	0048-7732	0048-7732		Venezuela	og	Rev Obstet Ginecol Venez	Revista de Obstetricia y Ginecología de Venezuela		Sociedad de Obstetricia y Ginecología de Venezuela	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0048-7732&lng=en	
ven	0798-9792	0798-9792		Venezuela	p	Rev. Ped	Revista de Pedagogía		Escuela de Educación, Facultad de Humanidades y Educación, Universidad Central de Venezuela	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-9792&lng=en	
ven	0378-7818	0378-7818		Venezuela	rfaz	Rev. Fac. Agron.	Revista de la Facultad de Agronomía		Facultad de Agronomía. Universidad del Zulia	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0378-7818&lng=en	
ven	0258-6576	0258-6576		Venezuela	rfcv	Rev. Fac. Cienc. Vet.	Revista de la Facultad de Ciencias Veterinarias		Revista de la Facultad de Ciencias Veterinarias. Universidad Central de Venezuela.	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0258-6576&lng=en	
ven	0798-4065	0798-4065		Venezuela	rfiucv	Rev. Fac. Ing. UCV	Revista de la Facultad de Ingeniería Universidad Central de Venezuela		Universidad Central de Venezuela	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-4065&lng=en	
ven	0798-0469	0798-0469		Venezuela	rfm	RFM	Revista de la Facultad de Medicina		Universidad Central de Venezuela. Facultad de Medicina. Comisión de Publicaciones de la Facultad de Medicina	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-0469&lng=en	
ven	1315-2556	1315-2556		Venezuela	rsvm	Rev. Soc. Ven. Microbiol.	Revista de la Sociedad Venezolana de Microbiología		Organo Oficial de la Sociedad Venezolana de Microbiología.	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1315-2556&lng=en	
ven	1316-4821	1316-4821		Venezuela	uct	uct	Universidad, Ciencia y Tecnología		"Universidad Nacional Experimental Politécnica "" Antonio José de Sucre"", UNEXPO,  Vicerrectorado Puerto Ordaz."	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1316-4821&lng=en	
ven	1315-5216	1315-5216		Venezuela	upl	Utopìa y Praxis Latinoamericana	Utopìa y Praxis Latinoamericana		Universidad del Zulia, Facultad de Ciencias Econòmicas y Sociales.	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1315-5216&lng=en	
ven	0798-7269	0798-7269		Venezuela	zt	Zootecnia Trop.	Zootecnia Tropical		Instituto Nacional de Investigaciones Agricolas INIA, Maracay, Venezuela.	http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-7269&lng=en	
cub	2221-2434		2221-2434	Cuba	rf	Rev. Finlay	Revista Finlay		Universidad de Ciencias Médicas de Cienfuegos. Centro Provincial de información de Ciencias Médicas	http://scielo.sld.cu/scielo.php?script=sci_serial&pid=2221-2434&lng=en	by-nc/4.0
sza	1010-9919	1010-9919	2312-3621	South Africa	ote	Old testam. essays	Old Testament Essays		The Old Testament Society of Southern Africa (OTSSA)	http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1010-9919&lng=en	by/4.0
ury	1688-4809	0376-4362	1688-4809	Uruguay	vet	Veterinaria (Montev.)	Veterinaria (Montevideo)		Sociedad de Medicina Veterinaria del Uruguay	http://www.scielo.edu.uy/scielo.php?script=sci_serial&pid=1688-4809&lng=en	by-nc/4.0
col	0304-3584	0304-3584		Colombia	acbi	Actu Biol	Actualidades Biológicas		Instituto de Biología, Universidad de Antioquia	http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0304-3584&lng=en	by/4.0
col	0123-3033	0123-3033		Colombia	inco	Ing. compet.	Ingeniería y competitividad		Facultad de Ingeniería, Universidad del Valle	http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0123-3033&lng=en	by/4.0
col	0122-8285	0122-8285		Colombia	pacla	Palabra Clave	Palabra Clave		Universidad de La Sabana	http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0122-8285&lng=en	by/4.0
col	1794-4449	1794-4449		Colombia	rlsi	Rev. Lasallista Investig.	Revista Lasallista de Investigación		Corporación Universitaria Lasallista	http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1794-4449&lng=en	by/4.0
col	0121-5256	0121-5256		Colombia	med	rev.fac.med	Revista Med		Universidad Militar Nueva Granada. Facultad de Medicina	http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0121-5256&lng=en	by/4.0
cri	1659-4266	1659-4266	1659-4266	Costa Rica	cinn	Cuadernos de Investigación UNED	Cuadernos de Investigación UNED		Universidad Estatal a Distancia de Costa Rica	http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=1659-4266&lng=en	by-nc-nd/3.0
cri	1409-4568	1409-4568	1409-4568	Costa Rica	enfermeria	Enfermería Actual de Costa Rica	Enfermería Actual de Costa Rica		Universidad de Costa Rica, Escuela de Enfermería	http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=1409-4568&lng=en	by-nc-nd/3.0
cri	2215-3705	2215-3705	2215-3705	Costa Rica	infraestructura	Infraestructura Vial	Infraestructura Vial		Universidad de Costa Rica, Laboratorio Nacional de Materiales y Modelos Estructurales	http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=2215-3705&lng=en	by-nc/3.0
cri	0256-7024	0256-7024		Costa Rica	rgac	Rev. Geol. Amér. Central	Revista Geológica de América Central		Universidad de Costa Rica	http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=0256-7024&lng=en	by-nc-nd/3.0
cri	0379-3982	0379-3982	0379-3982	Costa Rica	tem	Tecnología en Marcha	Revista Tecnología en Marcha		Instituto Tecnológico de Costa Rica	http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=0379-3982&lng=en	by-nc-nd/3.0
esp	1578-2549		1578-2549	Spain	aprl	Arch Prev Riesgos Labor	Archivos de Prevención de Riesgos Laborales	Arch Prev Riesgos Labor	Societat Catalana de Salut Laboral y Asociación de Medicina del Trabajo de la Comunidad Valenciana	http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1578-2549&lng=en	
esp	0211-9536	0211-9536		Spain	dyn	Dynamis	Dynamis	Dynamis	Universidad de Granada	http://scielo.isciii.es/scielo.php?script=sci_serial&pid=0211-9536&lng=en	by-nc/4.0
esp	1988-348X		1988-348X	Spain	ene	Ene.	Ene		Martín Rodríguez Álvaro	http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1988-348X&lng=en	by/4.0
esp	2254-2884	2254-2884		Spain	enefro	Enferm Nefrol	Enfermería Nefrológica		Sociedad Española de Enfermería Nefrológica	http://scielo.isciii.es/scielo.php?script=sci_serial&pid=2254-2884&lng=en	by-nc/4.0
esp	1130-6343	1130-6343		Spain	fh	Farm Hosp.	Farmacia Hospitalaria		Aula Médica Ediciones (Grupo Aula Médica S.L.)	http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1130-6343&lng=en	by/4.0
esp	1885-642X		1885-642X	Spain	pharmacy	Pharmacy Pract (Granada)	Pharmacy Practice (Granada)		Centro de Investigaciones y Publicaciones Farmacéuticas	http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1885-642X&lng=en	
esp	2174-5145		2174-5145	Spain	renhyd	Rev Esp Nutr Hum Diet	Revista Española de Nutrición Humana y Dietética		Fundación Española de Dietistas-Nutricionistas (FEDN)	http://scielo.isciii.es/scielo.php?script=sci_serial&pid=2174-5145&lng=en	
esp	1576-5962	1576-5962		Spain	rpto	Rev. psicol. trab. organ.	Revista de Psicología del Trabajo y de las Organizaciones		Colegio Oficial de Psicólogos de Madrid	http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1576-5962&lng=en	
mex	1870-1191	1870-1191	2448-539X	Mexico	cultural	Culturales	Culturales		Universidad Autónoma de Baja California, Instituto de Investigaciones Culturales-Museo	http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-1191&lng=en	by-nc/3.0
mex	0185-013X	0185-013X		Mexico	fi	Foro int	Foro internacional		El Colegio de México	http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0185-013X&lng=en	by-nc/4.0
cub	1684-1824		1684-1824	Cuba	rme	Rev.Med.Electrón.	Revista Médica Electrónica		CENTRO PROVINCIAL DE INFORMACIÓN DE CIENCIAS MÉDICAS. MATANZAS	http://scielo.sld.cu/scielo.php?script=sci_serial&pid=1684-1824&lng=en	by-nc/4.0
per	1019-4355	1019-4355		Peru	reh	Rev. Estomatol. Herediana	Revista Estomatológica Herediana		Universidad Peruana Cayetano Heredia. Facultad de Estomatología	http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=1019-4355&lng=en	by-nc/4.0
per	1727-9933		1727-9933	Peru	rpb	Rev. peru biol.	Revista Peruana de Biología		Universidad Nacional Mayor de San Marcos. Facultad de Ciencias Biológicas	http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=1727-9933&lng=en	by-nc/4.0
per	2304-5132		2304-5132	Peru	rgo	Rev. peru. ginecol. obstet.	Revista Peruana de Ginecología y Obstetricia		Sociedad Peruana de Obstetricia y Ginecología	http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=2304-5132&lng=en	by-nc/4.0
per	1726-4634	1726-4634		Peru	rins	Rev. perú. med. exp. salud publica	Revista Peruana de Medicina Experimental y Salud Publica		Instituto Nacional de Salud	http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=1726-4634&lng=en	by-nc/4.0
per	0034-8597	0034-8597		Peru	rnp	Rev Neuropsiquiatr	Revista de Neuro-Psiquiatría		Universidad Peruana Cayetano Heredia. Facultad de Medicina	http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=0034-8597&lng=en	by-nc/4.0
per	0254-9247		0254-9247	Peru	psico	Revista de Psicología	Revista de Psicología (PUCP)		Pontificia Universidad Católica del Perú	http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=0254-9247&lng=en	by-nc/4.0
prt	2182-3030		2182-3030	Portugal	cct	CIDADES	CIDADES, Comunidades e Territórios		DINÂMIA'CET-IUL, Centro de Estudos sobre a Mudança Socioeconómica e o Território	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=2182-3030&lng=en	by-nc/4.0
prt	1646-4974		1646-4974	Portugal	ecom	ecom	Estudos em Comunicação		Universidade da Beira Interior	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1646-4974&lng=en	by-nc/4.0
prt	0873-6561	0873-6561		Portugal	etn	Etnográfica	Etnográfica		Centro em Rede de Investigação em Antropologia - CRIA	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0873-6561&lng=en	by-nc/4.0
prt	0874-5560	0874-5560		Portugal	aeq	Ex aequo	Ex aequo		Associação Portuguesa de Estudos sobre as Mulheres - APEM	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0874-5560&lng=en	by-nc/4.0
prt	0872-8178	0872-8178		Portugal	ge	J Port Gastrenterol.	Jornal Português de Gastrenterologia		Sociedade Portuguesa de Gastrenterologia	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0872-8178&lng=en	by-nc/4.0
prt	1646-5237		1646-5237	Portugal	lab	Laboreal	Laboreal		Universidade do Porto – Faculdade de Psicologia e de Ciências da Educação	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1646-5237&lng=en	by-nc/4.0
prt	1646-107X	1646-107X		Portugal	mot	Motri.	Motricidade		Edições Desafio Singular	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1646-107X&lng=en	by-nc/4.0
prt	0872-0754	0872-0754		Portugal	nas	Nascer e Crescer	Nascer e Crescer		Centro Hospitalar do Porto	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0872-0754&lng=en	by-nc/4.0
prt	0872-1904	0872-1904		Portugal	pea	Port. Electrochim. Acta	Portugaliae Electrochimica Acta		Sociedade Portuguesa de Electroquímica	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0872-1904&lng=en	by-nc/4.0
prt	0874-2049	0874-2049		Portugal	psi	Psicologia	Psicologia		Associação Portuguesa de Psicologia (APP); Edições Colibri	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0874-2049&lng=en	by-nc/4.0
prt	1645-0086	1645-0086		Portugal	psd	Psic., Saúde & Doenças	Psicologia, Saúde & Doenças		Sociedade Portuguesa de Psicologia da Saúde	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1645-0086&lng=en	by-nc/4.0
prt	2182-438X		2182-438X	Portugal	pch	PCH	Psychology, Community & Health		Psychology and Health Research Unit - UIPES, PT	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=2182-438X&lng=en	by/4.0
prt	1645-9199	1645-9199		Portugal	ri	Relações Internacionais	Relações Internacionais (R:I)		IPRI-UNL e Tinta da China	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1645-9199&lng=en	by-nc/4.0
prt	0807-8967	0807-8967		Portugal	dia	Diacrítica	Revista Diacrítica		Centro de Estudos Humanísticos da Universidade do Minho	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0807-8967&lng=en	by/4.0
prt	1645-7250	1645-7250		Portugal	rle	Rev. Lusófona de Educação	Revista Lusófona de Educação		Centro de Estudos e Intervenção em Educação e Formação (CeiEF); Universidade Lusófona de Humanidades e Tecnologias	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1645-7250&lng=en	by-nc/4.0
prt	1645-0523	1645-0523		Portugal	rpcd	Rev. Port. Cien. Desp.	Revista Portuguesa de Ciências do Desporto		Faculdade de Desporto da Universidade do Porto	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1645-0523&lng=en	by/4.0
prt	0871-9187	0871-9187		Portugal	rpe	Rev. Port. de Educação	Revista Portuguesa de Educação		Centro de Investigação em Educação. Instituto de Educação da Universidade do Minho	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0871-9187&lng=en	by/4.0
prt	1647-2160	1647-2160		Portugal	rpesm	Revista Portuguesa de Enfermagem de Saúde Mental	Revista Portuguesa de Enfermagem de Saúde Mental		Sociedade Portuguesa de Enfermagem de Saúde Mental	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1647-2160&lng=en	by-nc/4.0
prt	0871-9721	0871-9721		Portugal	imu	Rev Port Imunoalergologia	Revista Portuguesa de Imunoalergologia		Sociedade Portuguesa de Alergologia e Imunologia Clínica	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0871-9721&lng=en	by-nc/4.0
prt	1645-4464	1645-4464		Portugal	rpbg	Rev. Portuguesa e Brasileira de Gestão	Revista Portuguesa e Brasileira de Gestão		INDEG-IUL - ISCTE Executive Education	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1645-4464&lng=en	by-nc/4.0
prt	0872-3419	0872-3419		Portugal	soc	Sociologia	Sociologia		Faculdade de Letras da Universidade do Porto	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0872-3419&lng=en	by-nc/4.0
prt	2182-8458	2182-8458		Portugal	tms	TMStudies	Tourism & Management Studies		Escola Superior de Gestão, Hotelaria e Turismo da Universidade do Algarve	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=2182-8458&lng=en	by-nc/4.0
prt	1645-6432		1645-6432	Portugal	ejph	e-JPH	e-Journal of Portuguese History		Universidade do Porto; Brown University	http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1645-6432&lng=en	by-nc/4.0
psi	2175-6104	1775-1851	2175-6104	Pepsic	apeste	A Peste, Rev. Psicanál. Soc.	A Peste : Revista de Psicanálise e Sociedade		Universidade de São Paulo e Pontifícia Universidade Católica de São Paulo	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2175-6104&lng=en	
psi	0188-8145	0188-8145		Pepsic	actac	Acta comport.	Acta Comportamentalia		Universidad de Guadalajara	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0188-8145&lng=en	by-nc/4.0
psi	0258-6444		0258-6444	Pepsic	apsi	Actual. psicol.	Actualidades en psicología		Universidad de Costa Rica. Facultad de Ciencias Sociales. Instituto de Investigaciones Psicológicas	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0258-6444&lng=en	by-nc/4.0
psi	1413-0394	1413-0394		Pepsic	aletheia	Aletheia	Aletheia		Universidade Luterana do Brasil	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1413-0394&lng=en	by-nc/4.0
psi	1405-339X	1405-339X		Pepsic	alpsi	Altern. psicol.	Alternativas en Psicología		Asociación Mexicana de Alternativas en Psicología	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1405-339X&lng=en	by-nc/4.0
psi	2316-5197		2316-5197	Pepsic	analytica	Analytica	Analytica: Revista de Psicanálise		Núcleo de Pesquisa e Extensão em Psicanálise (Nupep) da Universidade Federal de São João del-Rei	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2316-5197&lng=en	by-nc/4.0
psi	1809-5267		1809-5267	Pepsic	arbp	Arq. bras. psicol.	Arquivos Brasileiros de Psicologia		Universidade Federal do Rio de Janeiro	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1809-5267&lng=en	by-nc/4.0
psi	1677-0471	1677-0471	2175-3431	Pepsic	avp	Aval. psicol.	Avaliação Psicológica		Instituto Brasileiro de Avaliação Psicológica	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1677-0471&lng=en	by-nc/4.0
psi	0104-6578	0104-6578		Pepsic	barbaroi	Barbaroi	Barbaroi		Universidade de Santa Cruz do Sul - UNISC	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0104-6578&lng=en	by-nc/4.0
psi	1415-711X	1415-711X		Pepsic	bapp	Bol. - Acad. Paul. Psicol.	Boletim - Academia Paulista de Psicologia		Academia Paulista de Psicologia	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1415-711X&lng=en	by-nc/4.0
psi	0006-5943	0006-5943		Pepsic	bolpsi	Bol. psicol	Boletim de Psicologia		Associação de Psicologia de São Paulo	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0006-5943&lng=en	by-nc/4.0
psi	1516-3717	1516-3717		Pepsic	cpst	Cad. psicol. soc. trab.	Cadernos de Psicologia Social do Trabalho		Centro de Psicologia Aplicada ao Trabalho do Departamento de Psicologia Social e do Trabalho do Instituto de Psicologia da Universidade de São Paulo	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1516-3717&lng=en	by-nc/4.0
psi	1676-1049	1676-1049		Pepsic	cap	Cad. psicopedag.	Cadernos de Psicopedagogia		UNIFIEO	http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1676-1049&lng=en	by-nc/4.0
